,name,rebuttal,len_rebuttal
1050,Carson,"I'd put my mother on there. You know, she was one of 24 children, got married at age 13, had only a third grade education, had to raise two sons by herself, refused to be a victim. Wouldn't let us be victims, and has been an inspiration to many people.",50
1051,Tapper,Mr. Trump.,2
1052,Trump,"Well, because she's been sitting for three hours, I think my daughter, Ivanka, who's right here.",16
1053,Trump,Other than that we'll go with Rosa Parks. I like that.,11
1054,Tapper,Governor Bush.,2
1055,Bush,"I would go with Ronald Reagan's partner, Margaret Thatcher. Probably illegal, but what the heck?",15
1056,Bush,"Since it's not going to happen. A strong leader is what we need in the White House, and she certainly was a strong leader that restored the United Kingdom into greatness.",31
1057,Tapper,Governor Walker.,2
1058,Walker,"First of all, I got to say to Carson, Huckabee, thanks a lot for making the rest of us look like chumps up here, but, I'd pick Clara Barton. I once worked for the American Red Cross, she was a great founder of the Red Cross.",46
1059,Tapper,Mrs. Fiorina.,2
1060,Fiorina,"I wouldn't change the $10 bill, or the $20 bill. I think, honestly, it's a gesture. I don't think it helps to change our history. What I would think is that we ought to recognize that women are not a special interest group. Women are the majority of this nation. We are half the potential of this nation, and this nation will be better off when every woman has the opportunity to live the life she chooses.",77
1061,Tapper,Governor Kasich.,2
1062,Kasich,"Well, it's probably not, maybe, legal, but, I would pick Mother Theresa, the lady that I had a chance to meet, a woman who lived a life so much bigger than her own. An inspiration to everyone when we think about our responsibility to love our neighbor as we love ourselves.",51
1063,Tapper,Governor Christie.,2
1064,Christie,"I think the Adams family has been shorted in the currency business. Our country wouldn't be here without John Adams, and he would not have been able to do it without Abigal Adams, so, I'd put Abigail Adams on the bill.",41
1065,Tapper,"Alright. Some good entries if anybody at the mint was listening. Here's the next lighthearted question, you all know that the United States Secret Service uses codenames for the president, and his family. Ronald Reagan's codename, for example, was, ""Rawhide"", an homage to his performances in Westerns. Nancy Reagan's was, ""Rainbow"". You don't have to come up the one for your spouse, but, what would you want, Governor Christie, I'll start with you, your Secret Service codename to be. (LAUGHTER)",80
1066,Christie,"You know, I've been called a lot of names by a lot of different people, and now I got to get called by names by the Secret Service? I would just say True Heart.",34
1067,Kasich,"Well, I have one now -- they (ph) call me, ""Unit One"". My wife says, ""You'll never be Unite One, I'm Unite One. You're Unit Two.""",26
1068,Fiorina,Secretariat.,1
1069,Tapper,Governor Walker?,2
1070,Walker,Harley. I love riding Harley's.,5
1071,Bush,"Ever Ready, it's very high energy, Donald.",7
1072,Tapper,Mr. Trump?,2
1073,Trump,Humble. (LAUGHTER),2
1074,Male,That's a good one.,4
1075,Tapper,Dr. Carson?,2
1076,Carson,One Nation.,2
1077,Tapper,Senator Cruz?,2
1078,Cruz,"You know, as a Cuban, I might go with Cohiba (ph), and I'll tell you, I'd go with, for Heidi, Angel, because she is my angel.",26
1079,Tapper,Senator Rubio?,2
1080,Rubio,"Well, there are some people in Florida upset at me over a joke I made about Florida State, but, what the heck, I want my codename to be Gator. (LAUGHTER)",30
1081,Tapper,Governor Huckabee.,2
1082,Huckabee,I'd go with Duck Hunter.,5
1083,Tapper,Senator Paul.,2
1084,Paul,Justice Never Sleeps. (LAUGHTER),4
1085,Tapper,"That's a mouthful, but OK. (LAUGHTER)",6
1086,Tapper,"OK, here's the more serious question, Ronald Reagan, the 40th President, used the plane behind you to accomplish a great many things. Perhaps, most notably, to challenge Mikhail Gorbachev to tear down the wall, and ultimately, to make peace with the USSR. How will the world look different once your Air Force One is parked in the hangar of your presidential library? Senator Paul?",64
1087,Paul,"I met Ronald Reagan as a teenager, and my family, we're big supporters of him when he ran against Gerald Ford. It was a big deal because he was the grassroots, running against the establishment, and I'll never forget that. And, how he stood up and said, you know what, this is something new that our country needs, and our party needs. If I were president, I would try to be one who says, you know what, I'm a Reagan Conservative. I'm someone who believes in peace through strength, and I would try to lead the country in that way knowing that our goal is peace, and that war is the last resort, not the first resort. And, that when we go to war, we go to war in a constitutional way, which means that we have to vote on it, that war is initiated by congress, not by the president, that we go to war electively (ph). That when we go to war, we don't fight with one arm tied behind our back, we fight all out to win, but then we come home.",185
